Domain,Having_IP,Have_At_Sign,URL_Length,URL_Depth,Redirection,HTTP_Domain,Tiny_URL,Prefix_Suffix,Iframe,Mouse_Over,Right_Click,Forwarding,Label
react-ba2roi.stackblitz.io,0,0,0,0,0,0,0,1,0,0,1,0,phishing
xpixl.me,0,0,0,1,0,0,0,0,1,1,1,1,phishing
secure.lndeed.press,0,0,1,2,0,0,0,0,1,1,1,1,phishing
missionpick.com,0,0,1,4,0,0,0,0,0,0,1,0,phishing
demand-delivery-275522.df.r.appspot.com,0,0,0,0,0,0,1,1,0,0,1,0,phishing
steampres.tk,0,0,1,2,1,0,0,0,1,1,1,1,phishing
neudorf-ole.irv.cc,0,0,1,1,0,0,0,1,1,1,1,1,phishing
eliotecae-my.sharepoint.com,0,0,1,5,0,0,1,1,0,0,1,0,phishing
vegancenter.hu,0,0,1,2,0,0,0,0,1,1,1,1,phishing
pphwm.app.link,0,0,0,1,0,0,0,0,0,0,1,0,phishing
jcosma.com,0,0,1,7,0,0,0,0,1,1,1,1,phishing
tshirt-factory.eu,0,1,1,1,0,0,0,1,1,1,1,1,phishing
escolapuigcerver.cat,0,0,1,6,0,0,0,0,0,0,1,0,phishing
validarmeuacesso.com.br,0,0,1,5,0,0,0,0,1,1,1,1,phishing
paxful.cam,0,0,0,1,0,0,0,0,1,1,1,1,phishing
connectneueverbindung03.de,0,0,1,2,0,0,0,0,1,1,1,1,phishing
60887701922.net,0,0,0,2,0,0,0,0,1,1,1,1,phishing
gerdalights.buzz,0,0,1,2,0,0,0,0,1,1,1,1,phishing
ltaucard.com,0,0,0,2,0,0,0,0,1,1,1,1,phishing
coin-ex.ru,0,0,0,0,0,0,0,1,0,0,1,0,phishing
forms.gle,0,0,0,1,0,0,0,0,0,0,1,0,phishing
gidirmegala.com,0,1,0,1,0,0,0,0,1,1,1,1,phishing
adv-review-2020.my.id,0,0,0,1,0,0,0,1,1,1,1,1,phishing
speedy.com.pk,0,0,1,4,0,0,0,0,0,0,1,0,phishing
viccats.camcam.dns-cloud.net,0,0,1,4,0,0,0,1,1,1,1,1,phishing
netflix.hotmaster.dns-cloud.net,0,0,1,3,0,0,0,1,0,0,1,0,phishing
bebitcoin.ru,0,0,0,0,0,0,0,0,1,1,1,1,phishing
allstarlax.com,0,0,1,4,0,0,1,0,1,1,1,1,phishing
acessoriagoldbvfinanceira.business.site,0,0,0,0,0,0,0,0,0,0,1,0,phishing
staffandfaculty.my-free.website,0,0,0,0,0,0,0,1,1,0,1,0,phishing
mdkvk.byethost18.com,0,0,0,2,0,0,0,0,0,0,1,0,phishing
dataeinloggen.com,0,0,1,2,0,0,0,0,1,1,1,1,phishing
d26c5.weblium.site,0,0,0,0,0,0,0,0,0,0,1,0,phishing
2b87a39fe5ef08875af9edab331f7589.accesscam.org,0,0,1,2,0,0,0,0,1,1,1,1,phishing
panda1gfds.byethost4.com,0,0,0,1,0,0,0,0,0,0,1,0,phishing
forms.office.com,0,0,1,3,0,0,0,0,0,0,1,0,phishing
aspopontoglio.it,0,0,0,2,0,0,0,0,0,0,1,0,phishing
syntekoemsaocarlos.com.br,0,0,0,2,0,0,0,0,1,1,1,1,phishing
xtc.sued-rollo.de,0,0,0,2,0,0,0,1,0,0,1,0,phishing
cbdadhacks.com,0,0,0,3,0,0,0,0,1,1,1,1,phishing
esgcommercialbrokers.com,0,0,0,1,0,0,0,0,1,1,1,1,phishing
re-redirection-pp-account-id98763432.blogspot.com,0,0,1,0,0,0,1,1,0,0,1,0,phishing
bitckins.com,0,0,1,3,0,0,0,0,1,1,1,1,phishing
joingrupbkp16-6666.000webhostapp.com,0,0,0,1,0,0,0,1,1,1,1,1,phishing
onlinebankingupdate.mailview33982.xyz,0,0,0,0,0,0,0,0,1,1,1,1,phishing
gmnepr.com,0,0,0,1,0,0,0,0,0,0,1,0,phishing
delgadaygordo.com,0,0,0,2,0,0,0,0,1,1,1,1,phishing
bajer.info.pl,0,0,1,7,0,0,0,0,1,1,1,1,phishing
llamining.com,0,1,1,2,0,0,0,0,1,1,1,1,phishing
aresozcs.000webhostapp.com,0,0,0,1,0,0,0,0,1,1,1,1,phishing
paypal.b2pay.top,0,0,0,0,0,0,0,0,1,1,1,1,phishing
dhl.export.dns-cloud.net,0,0,0,2,0,0,0,1,1,1,1,1,phishing
infolog24.ru,0,0,1,4,0,0,0,0,1,0,1,0,phishing
bcpzonasegurabeta.viabcp.com.joyinthemiddle.com,0,0,1,1,0,0,0,0,1,1,1,1,phishing
wuteh.a100.com.pl,0,0,1,6,0,0,0,0,0,0,1,0,phishing
informazioni.cloudaccess.host,0,0,1,3,0,0,0,0,1,1,1,1,phishing
jeremyfullserviceinc.com,0,0,1,4,0,0,0,0,1,1,1,1,phishing
emsi-lobo.firebaseapp.com,0,0,0,0,0,0,0,1,0,0,1,0,phishing
restaurantelabarquita.com,0,0,1,2,0,0,0,0,1,1,1,1,phishing
ushouldhave.com,0,0,1,3,0,0,0,0,1,1,1,1,phishing
merveyilmazericmimarlik.com,0,0,1,2,0,0,0,0,0,0,1,0,phishing
unescoghana.org,0,0,0,3,0,0,0,0,0,0,1,0,phishing
chat.whatsagp.com,0,0,0,1,0,0,0,0,1,1,1,1,phishing
imaffiliateclub.com,0,0,1,4,0,0,0,0,1,1,1,1,phishing
cosmoia.com,0,0,1,4,0,0,0,0,1,1,1,1,phishing
pyvn.be,0,0,1,2,0,0,0,0,1,1,1,1,phishing
wa-grupbokep01.wikaba.com,0,0,0,1,0,0,0,1,1,1,1,1,phishing
southcountyclassified.com,0,0,1,5,0,0,0,0,0,0,1,0,phishing
redal.company,0,0,1,2,0,0,0,0,1,1,1,1,phishing
papumdesign.com,0,0,1,5,0,0,0,0,1,1,1,1,phishing
sparkpassedecom.com,0,0,0,2,0,0,0,0,1,1,1,1,phishing
paii.com.co,0,0,0,1,0,0,0,0,0,0,1,0,phishing
smprintingpress.com,0,1,1,2,0,0,0,0,1,1,1,1,phishing
punnetthomes.com,0,0,0,3,0,0,0,0,0,0,1,0,phishing
1.recovery-depart.my.id,0,0,0,1,0,0,0,1,1,1,1,1,phishing
senka.com.tr,0,0,1,2,0,0,0,0,0,0,1,0,phishing
kidscoloringpdf.com,0,0,1,6,0,0,0,0,1,1,1,1,phishing
kytherianassociation.com.au,0,0,1,2,0,0,0,0,1,1,1,1,phishing
theingredients.net,0,0,0,2,0,0,0,0,0,0,1,0,phishing
mms.tucsonhispanicchamber.net,0,0,1,1,0,0,0,0,0,0,1,0,phishing
serviceenligneverificationbp.com,0,0,1,2,0,0,0,0,1,1,1,1,phishing
ecusltd-my.sharepoint.com,0,0,1,5,0,0,1,1,1,1,1,1,phishing
bestcasual.ru,0,0,0,1,0,0,0,0,1,1,1,1,phishing
ulvis.net,0,0,0,1,0,0,0,0,1,1,1,1,phishing
hostpoint.ch.122b0295.colsan.info,0,0,0,1,0,0,0,0,1,1,1,1,phishing
peacefulplushes.com,0,0,0,2,0,0,0,0,1,1,1,1,phishing
spartanlandsurveying.com,0,0,0,2,0,0,0,0,0,0,1,0,phishing
secure24-paypal-payement.blogspot.com,0,0,0,0,0,0,1,1,0,0,1,0,phishing
storage.googleapis.com,0,0,1,3,0,0,0,0,0,0,1,0,phishing
team.cmgcharleston.com,0,0,1,8,0,0,0,0,1,1,1,1,phishing
picnicustad.pk,0,0,1,5,0,0,0,0,1,1,1,1,phishing
breakingthelimits.com,0,0,0,1,0,0,0,0,0,0,1,0,phishing
138.36.41.142,0,0,0,0,0,0,0,0,1,1,1,1,phishing
hphotel-my.sharepoint.com,0,0,1,5,0,0,1,1,1,0,1,0,phishing
bombayelectricstore.com,0,0,1,3,0,0,0,0,0,0,1,0,phishing
mail.thepoint.nl,0,0,0,2,0,0,0,0,1,1,1,1,phishing
albel.intnet.mu,0,0,1,2,0,0,0,0,1,1,1,1,phishing
t.umblr.com,0,0,1,1,0,0,0,0,0,0,1,0,phishing
bank-sec.com,0,0,0,0,0,0,0,1,1,1,1,1,phishing
friendlycabdavis.com,0,0,1,8,0,0,0,0,1,1,1,1,phishing
cursosmaquiagem.com,0,0,1,9,0,0,0,0,1,1,1,1,phishing
webpostmedia.com,0,0,1,3,0,0,0,0,1,1,1,1,phishing
icloud.com.soportebuscar.com,0,0,0,0,0,0,0,0,1,1,1,1,phishing
nothingelsefilm.com,0,0,1,6,0,0,0,0,1,1,1,1,phishing
centec-am.com.br,0,0,1,3,0,0,0,1,0,0,1,0,phishing
infopublishersassociation.com,0,0,1,8,0,0,0,0,0,0,1,0,phishing
sp0tify-pay1-details.com,0,0,0,1,0,0,0,1,1,1,1,1,phishing
auth-wells-departament.site,0,0,0,2,0,0,0,1,1,1,1,1,phishing
community-ebay-de-diskussionsforen.html-5.me,0,0,0,0,0,0,0,1,0,0,1,0,phishing
oaidioaa.com,0,0,0,4,0,0,0,0,1,1,1,1,phishing
schachkraft.de,0,0,0,3,0,0,0,0,1,1,1,1,phishing
sportbeclick.com,0,0,1,5,0,0,0,0,1,1,1,1,phishing
dzd.rksmb.org,0,0,1,5,0,0,1,0,1,1,1,1,phishing
dpttrwmc37wji.cloudfront.net,0,0,0,1,0,0,0,0,0,0,1,0,phishing
webfiddle.net,0,0,1,4,0,0,0,0,0,0,1,0,phishing
sriutamahub.com,0,0,1,2,0,0,0,0,0,0,1,0,phishing
kaizenpak.com,0,0,1,6,0,0,0,0,1,1,1,1,phishing
e-grupobancolombia.com.co,0,0,1,2,0,0,0,1,1,1,1,1,phishing
infopublishersassociation.com,0,0,1,8,0,0,0,0,0,0,1,0,phishing
economyfurnace-my.sharepoint.com,0,0,1,5,0,0,1,1,0,0,1,0,phishing
signin.ebay.de.accuo.ca,0,0,1,1,1,0,0,0,1,1,1,1,phishing
onemillionsolutionsinhealth.net,0,0,0,2,0,0,0,0,1,1,1,1,phishing
t.co,0,0,0,1,0,0,1,0,1,1,1,1,phishing
betasuscom.blogspot.com,0,0,0,0,0,0,1,0,0,0,1,0,phishing
m5wx.com,0,0,1,7,0,0,1,0,1,1,1,1,phishing
sonhodosavosinhos.pt,0,0,1,4,0,0,0,0,1,1,1,1,phishing
mncelektronik.com,0,0,1,7,0,0,0,0,1,1,1,1,phishing
bbfunding-my.sharepoint.com,0,0,1,5,0,0,1,1,0,0,1,0,phishing
infopublishersassociation.com,0,0,1,8,0,0,0,0,0,0,1,0,phishing
sadeg.club,0,0,0,1,0,0,0,0,1,1,1,1,phishing
golosavk.vipshop.ru,0,0,0,0,0,0,0,0,0,0,1,0,phishing
investmongolia.top,0,0,0,3,0,0,0,0,0,0,1,0,phishing
bwe8.byethost12.com,0,0,0,1,0,0,0,0,0,0,1,0,phishing
spidersolutions.ro,0,0,0,0,0,0,0,0,0,0,1,0,phishing
davidwinogrondspacetet.com,0,0,1,2,0,0,1,0,1,1,1,1,phishing
autoscout24.de-anfrage-id-729453.tilexhome.com,0,0,1,1,0,0,0,1,1,1,1,1,phishing
server.main.login.support.hotwills.com.au,0,0,0,0,0,0,0,0,0,0,1,0,phishing
turkuazkirtasiye.com,0,0,0,1,0,0,0,0,1,1,1,1,phishing
fareast.qa,0,0,1,3,0,0,0,0,1,1,1,1,phishing
livraisonspeed01.cloudaccess.host,0,0,1,4,0,0,0,0,1,1,1,1,phishing
ithinkpink.in,0,0,1,5,0,0,0,0,1,1,1,1,phishing
seekthemes.com,0,0,1,5,0,0,0,0,0,0,1,0,phishing
resin3dprinterstore.com,0,1,1,1,0,0,0,0,1,1,1,1,phishing
espaceclientv1.fr,0,0,1,5,0,0,0,0,1,1,1,1,phishing
betasus33.blogspot.com,0,0,0,0,0,0,1,0,0,0,1,0,phishing
effafrica.org,0,0,1,5,0,0,0,0,1,1,1,1,phishing
ximbra97.getforge.io,0,0,0,0,0,0,0,0,0,0,1,0,phishing
advonationusa.com,0,0,1,5,0,0,0,0,1,1,1,1,phishing
spectralwirejewelry.com,0,0,1,4,0,0,0,0,0,0,1,0,phishing
www-paypal-com-login.menlosec.com,0,0,0,0,0,0,0,1,1,1,1,1,phishing
picpusdan3.free.fr,0,0,0,2,0,0,0,0,0,0,1,0,phishing
myatharweiiect.com,0,0,0,1,0,0,1,0,1,1,1,1,phishing
apidog-service.000webhostapp.com,0,0,0,0,0,0,0,1,1,1,1,1,phishing
advonationusa.com,0,0,1,5,0,0,0,0,1,1,1,1,phishing
westsuburbanchamber.com,0,0,0,2,0,0,0,0,1,1,1,1,phishing
art-sticker.fr,0,0,1,5,0,0,0,1,1,1,1,1,phishing
lucidfestival.com,0,0,1,6,0,0,0,0,1,1,1,1,phishing
12stepcds.com,0,0,1,5,0,0,0,0,1,1,1,1,phishing
paullemmerick.com,0,0,1,5,0,0,0,0,1,1,1,1,phishing
cheaproomsvalencia.com,0,0,1,5,0,0,0,0,1,1,1,1,phishing
ifeveraussies.com,0,1,1,2,0,0,0,0,0,0,1,0,phishing
htl.li,0,0,0,1,0,0,0,0,0,0,1,0,phishing
j3060z7403.codesandbox.io,0,0,0,1,0,0,0,0,0,0,1,0,phishing
profiling.koha.collecto.ca,0,0,0,0,0,0,0,0,1,1,1,1,phishing
2b87a39fe5ef08875af9edab331f7589.accesscam.org,0,0,1,1,0,0,0,0,1,1,1,1,phishing
betasus30.blogspot.com,0,0,0,0,0,0,1,0,0,0,1,0,phishing
reurl.cc,0,0,0,1,0,0,0,0,0,0,1,0,phishing
a2plvcpnl308307.prod.iad2.secureserver.net,0,0,1,4,0,0,0,0,1,1,1,1,phishing
mr-statucki.com,0,0,1,5,0,0,0,1,0,0,1,0,phishing
mail.damclub020.nl,0,0,1,2,0,0,0,0,0,0,1,0,phishing
darkhost.pro,0,0,1,1,0,0,0,0,0,0,1,0,phishing
huntingtononline.ddns.info,0,0,0,1,0,0,0,0,0,0,1,0,phishing
dbsdemoonline.com,0,0,1,4,0,0,0,0,1,1,1,1,phishing
iplogger.org,0,0,0,1,0,0,0,0,0,0,1,0,phishing
sturdeephotography.com,0,0,1,5,0,0,0,0,1,1,1,1,phishing
paypal.co.uk.userusau0jsescq.settingsppup.com,0,0,1,1,1,0,0,0,1,0,1,0,phishing
docs.google.com,0,0,1,5,0,0,0,0,0,0,1,0,phishing
nikki.center,0,0,0,2,0,0,0,0,1,1,1,1,phishing
brahminudyog.com,0,0,0,2,0,0,0,0,1,1,1,1,phishing
testing-adjusting-balancing.com,0,0,1,2,0,0,0,1,1,1,1,1,phishing
estaremos-nessa-crise-unidoscom.com,0,0,1,2,0,0,0,1,1,1,1,1,phishing
catholichub.tv,0,0,0,3,0,0,0,0,0,0,1,0,phishing
ecoachinginternational.com,0,0,1,2,0,0,0,0,1,1,1,1,phishing
alpreco.ro,0,0,1,3,0,0,0,0,0,0,1,0,phishing
estarjuntosemestarpertoo0.com,0,0,0,1,0,0,0,0,1,1,1,1,phishing
sites.google.com,0,0,0,2,0,0,0,0,0,0,1,1,phishing
ascmgpr.ir,0,0,0,2,0,0,0,0,1,1,1,1,phishing
sh199811.website.pl,0,0,1,4,0,0,0,0,0,0,1,0,phishing
bthomeees.com,0,0,0,1,0,0,0,0,1,1,1,1,phishing
betasusgirisburasi3.blogspot.com,0,0,0,0,0,0,1,0,0,0,1,0,phishing
docs.google.com,0,0,1,5,0,0,0,0,0,0,1,0,phishing
lycroproducts-my.sharepoint.com,0,0,1,5,0,0,1,1,0,0,1,0,phishing
shtuchki.store,0,0,1,2,0,0,0,0,1,1,1,1,phishing
emotivaodontologia.com.br,0,0,0,1,0,0,0,0,1,1,1,1,phishing
gerdalights.buzz,0,0,1,2,0,0,0,0,1,1,1,1,phishing
drukdeothjung.bt,0,0,1,3,0,0,0,0,0,0,1,0,phishing
kidms.com,0,0,1,7,0,0,0,0,0,0,1,0,phishing
stickeryvk0ntakte2020.000webhostapp.com,0,0,0,0,0,0,0,0,1,1,1,1,phishing
art-sticker.fr,0,0,1,4,0,0,0,1,1,1,1,1,phishing
mccarthyelectrical.com,0,0,0,2,0,0,0,0,1,1,1,1,phishing
losgarrido.com,0,0,0,2,0,0,0,0,1,1,1,1,phishing
jurnal.stai-aljawami.ac.id,0,0,1,7,0,0,0,1,1,1,1,1,phishing
drive.google.com,0,0,1,4,0,0,0,0,0,0,1,0,phishing
leones.uy,0,1,1,2,0,0,0,0,0,0,1,0,phishing
infopublishersassociation.com,0,0,1,8,0,0,0,0,1,1,1,1,phishing
onedrive.live.com,0,0,1,1,0,0,0,0,0,0,1,0,phishing
johnfinchpartnership.com,0,0,1,2,0,0,0,0,1,1,1,1,phishing
fr-postalecompte.com,0,0,1,4,0,0,0,1,1,1,1,1,phishing
belizetourguides.com,0,0,1,13,0,0,0,0,0,0,1,0,phishing
mail.in-elementum.nl,0,0,1,2,0,0,0,1,0,0,1,0,phishing
firebasestorage.googleapis.com,0,0,1,5,0,0,1,0,0,0,1,0,phishing
counsultingspace.com,0,0,0,1,0,0,0,0,1,1,1,1,phishing
jlgraphic.fr,0,0,0,3,0,0,0,0,1,1,1,1,phishing
joeylandon06.typeform.com,0,0,0,2,0,0,0,0,0,0,1,0,phishing
delegatesinrwanda.com,0,0,1,2,0,0,0,0,1,1,1,1,phishing
souzaembalagens.com.br,0,0,0,1,0,0,0,0,1,1,1,1,phishing
loansmumbai.com,0,0,0,3,0,0,0,0,1,1,1,1,phishing
secure.runescape.com-un.ru,0,0,1,2,0,0,0,1,1,1,1,1,phishing
detarros.com,0,0,0,1,0,0,0,0,1,1,1,1,phishing
drive.google.com,0,0,1,4,0,0,0,0,0,0,1,0,phishing
centrodenutricionysaludltda.com,0,0,1,3,0,0,0,0,0,0,1,0,phishing
inx.lv,0,0,0,1,0,0,0,0,0,0,1,0,phishing
caniparc.net,0,0,1,2,0,0,0,0,0,0,1,0,phishing
cache.nebula.phx3.secureserver.net,0,0,1,2,0,0,0,0,0,0,1,0,phishing
paypal.co.uk.userx6dv4s7z67t.settingsppup.com,0,0,1,1,0,0,0,0,0,0,1,0,phishing
autolike.biz,0,0,0,0,0,0,0,0,0,0,1,0,phishing
vppartners2-my.sharepoint.com,0,0,1,5,0,0,1,1,1,0,1,0,phishing
megamagaluon.com,0,0,0,1,0,0,0,0,1,1,1,1,phishing
countfund.com,0,0,0,2,0,0,0,0,1,1,1,1,phishing
toancaupumps.com,0,0,0,2,0,0,0,0,0,0,1,0,phishing
supertechbuilder.in,0,0,1,4,0,0,0,0,1,1,1,1,phishing
ahorainc.org,0,0,1,7,0,0,0,0,1,1,1,1,phishing
kjsa.com,0,0,1,3,0,0,0,0,0,0,1,0,phishing
lansparpofa1987.blogspot.com,0,0,0,0,0,0,1,0,0,0,1,0,phishing
w2mgqyeeato6a7.000webhostapp.com,0,0,1,1,0,0,0,0,1,1,1,1,phishing
ducks.pt,0,0,0,2,0,0,0,0,0,0,1,0,phishing
paccaz.org,0,0,0,3,0,0,0,0,0,0,1,0,phishing
paypalp.ontraport.com,0,0,1,12,0,0,1,0,0,0,1,0,phishing
royalwindsorpub.com,0,0,1,2,0,0,0,0,0,0,1,0,phishing
csgoguns.ru.com,0,0,0,0,0,0,0,0,1,1,1,1,phishing
zohard.com,0,0,1,8,0,0,0,0,0,0,1,0,phishing
picnicustad.pk,0,0,1,5,0,0,0,0,1,1,1,1,phishing
themkdiaries.com,0,0,0,2,0,0,0,0,1,1,1,1,phishing
vadodaramarathon.com,0,0,1,6,0,0,0,0,0,0,1,0,phishing
dotilo.com,0,0,0,4,0,0,0,0,0,0,1,0,phishing
demo.mkt.exoret.com,0,0,0,0,0,0,1,0,1,1,1,1,phishing
betasus2020.blogspot.com,0,0,0,0,0,0,1,0,0,0,1,0,phishing
betasus20211.blogspot.com,0,0,0,0,0,0,1,0,0,0,1,0,phishing
andrikapermana.com,0,0,0,1,0,0,0,0,1,1,1,1,phishing
vmorefraud.com,0,0,1,4,0,0,0,0,1,1,1,1,phishing
aubootlegger.com,0,0,1,4,0,0,0,0,0,0,1,0,phishing
bcpzonasegurabeta.vipbcp.xyz,0,0,0,1,0,0,0,0,1,1,1,1,phishing
moonkahonda.com,0,0,1,3,0,0,0,0,0,0,1,0,phishing
orgogenlabs.com,0,0,1,5,0,0,0,0,1,1,1,1,phishing
prj0011.appspot.com,0,0,0,0,0,0,1,0,0,0,1,0,phishing
kosmetyczka-radzymin.pl,0,0,1,7,0,0,0,1,0,0,1,0,phishing
itir4.app.link,0,0,0,1,0,0,0,0,0,0,1,0,phishing
veltz3d.com,0,0,0,3,0,0,0,0,1,1,1,1,phishing
7adaminna.com,0,0,0,2,0,0,0,0,1,1,1,1,phishing
kosmetyczka-radzymin.pl,0,0,1,7,0,0,0,1,0,0,1,0,phishing
comicsgames.com,0,0,1,5,0,0,0,0,0,0,1,0,phishing
labanuepostale.yj.fr,0,0,1,3,0,0,0,0,1,1,1,1,phishing
mncelektronik.com,0,0,0,3,0,0,0,0,1,1,1,1,phishing
scoutsantamaria.es,0,0,0,1,0,0,0,0,1,1,1,1,phishing
ekhobrand.com,0,0,1,4,0,0,0,0,1,1,1,1,phishing
mail.myphonereviews.com,0,0,1,3,0,0,0,0,1,1,1,1,phishing
fresleitlie.com,0,0,0,1,0,0,0,0,1,1,1,1,phishing
seekthemes.com,0,0,0,1,0,0,0,0,0,0,1,0,phishing
profelectrik.ru,0,0,1,4,0,0,0,0,0,0,1,0,phishing
lamvb.czweb.org,0,0,0,1,0,0,0,0,0,0,1,0,phishing
sangoankhang.com,0,0,1,5,0,0,0,0,1,1,1,1,phishing
zohard.com,0,0,1,8,0,0,0,0,0,0,1,0,phishing
steamcommunitus.tk,0,0,0,1,0,0,0,0,1,1,1,1,phishing
investingdojo.icu,0,1,1,2,0,0,0,0,1,1,1,1,phishing
newmessage.gvnawpknwarz94ejtnbuvbwv.xyz,0,0,1,2,0,0,0,0,1,1,1,1,phishing
fbwat.ch,0,0,0,1,0,0,0,0,0,0,1,0,phishing
ocm.in,0,0,0,1,0,0,0,0,0,0,1,0,phishing
betasusorjinals.blogspot.com,0,0,0,0,0,0,1,0,0,0,1,0,phishing
ramgarhiamatrimonial.ca,0,0,1,3,0,0,0,0,0,0,1,0,phishing
docs.google.com,0,0,1,5,0,0,0,0,0,0,1,0,phishing
shinai.jp,0,1,1,3,0,0,0,0,1,1,1,1,phishing
dhl.export.dns-cloud.net,0,0,0,2,0,0,0,1,1,1,1,1,phishing
login.microsoftonline.com.common.login.invoice.21355.meertreffen.ch,0,0,1,3,0,0,0,0,1,1,1,1,phishing
jaggaauto.com,0,0,0,1,0,0,0,0,0,0,1,0,phishing
koreabio.org,0,0,1,8,0,0,0,0,0,0,1,0,phishing
lucy-walker.com,0,0,1,3,0,0,0,1,1,0,1,0,phishing
microsoft-adminer.dns.army,0,0,0,2,0,0,0,1,1,1,1,1,phishing
irestro.in,0,0,0,2,0,0,0,0,0,0,1,0,phishing
nectarworks.co,0,0,1,2,0,0,0,0,1,1,1,1,phishing
steamcoummunity.gq,0,0,0,3,0,0,0,0,1,1,1,1,phishing
jbimpex.com.pk,0,0,0,2,1,0,1,0,1,0,1,0,phishing
darktoxicity.com,0,0,1,4,0,0,0,0,1,1,1,1,phishing
eltaninservicespteltd.com,0,0,1,2,0,0,0,0,1,1,1,1,phishing
stanshoes.com.ng,0,0,1,2,0,0,0,0,1,1,1,1,phishing
dbsdemoonline.com,0,0,1,4,0,0,0,0,1,1,1,1,phishing
jeffersonsgroup.com,0,0,0,2,0,0,0,0,0,0,1,0,phishing
mmgarfield.com,0,0,0,2,0,0,0,0,1,1,1,1,phishing
alibaba.com.spatialsys.com.ru,0,0,0,3,0,0,0,0,1,1,1,1,phishing
bibwebshop.com,0,0,0,2,0,0,0,0,0,0,1,0,phishing
programmasviluppo.com,0,0,1,5,0,0,0,0,0,0,1,0,phishing
cittainfinite.eu,0,0,1,2,0,0,0,0,0,0,1,0,phishing
vmorefraud.com,0,0,1,4,0,0,0,0,1,1,1,1,phishing
aruba-2020.jdevcloud.com,0,0,1,3,0,0,0,1,1,1,1,1,phishing
freestikersbro.000webhostapp.com,0,0,0,0,0,0,0,0,1,1,1,1,phishing
storage.cloud.google.com,0,1,1,2,0,0,1,0,0,0,1,1,phishing
safgg34rfdfweqdas.epizy.com,0,0,1,3,0,0,0,0,0,0,1,0,phishing
suroyalost.id,0,0,0,1,0,0,0,0,1,1,1,1,phishing
lonestarsanitation.com,0,0,1,7,0,0,0,0,1,1,1,1,phishing
gueriniarmi.it,0,0,1,8,0,0,0,0,0,0,1,0,phishing
tokokainbandung.com,0,0,1,10,0,0,0,0,1,1,1,1,phishing
hyperurl.co,0,0,0,1,0,0,0,0,0,0,1,0,phishing
docs.google.com,0,0,1,5,0,0,0,0,0,0,1,0,phishing
fbautoreactions.com,0,0,0,0,0,0,0,0,0,0,1,0,phishing
78.143.96.35,0,0,1,3,0,0,0,0,1,1,1,1,phishing
jabbmanagement.com,0,0,0,1,0,0,1,0,1,1,1,1,phishing
yaboets.hop.ru,0,0,0,0,0,0,0,0,0,0,1,0,phishing
pennysolvers.co.uk,0,0,1,2,0,0,0,0,1,1,1,1,phishing
apple.com.f-rid.cn,0,0,0,2,0,0,0,1,1,1,1,1,phishing
ee-billing-support.ee-billing-details.com,0,0,0,0,0,0,0,1,1,1,1,1,phishing
secure.runescape.com-zx.ru,0,0,1,2,0,0,0,1,1,1,1,1,phishing
53.com-id9533371.thoughtoholics.net,0,0,1,2,0,0,0,1,1,1,1,1,phishing
is.gd,0,0,0,1,0,0,1,0,1,1,1,1,phishing
loja.brasilliker.com.br,0,0,0,1,0,0,0,0,1,1,1,1,phishing
iwalkrunrace.com,0,1,1,5,0,0,0,0,1,1,1,1,phishing
luckypetshouse.com,0,0,0,0,0,0,0,0,1,1,1,1,phishing
firebasestorage.googleapis.com,0,0,1,5,0,0,1,0,0,0,1,0,phishing
ouraring-my.sharepoint.com,0,0,1,4,0,0,1,1,0,0,1,0,phishing
tonsing.net,0,0,0,2,0,0,0,0,1,1,1,1,phishing
educacion.rionegro.gov.ar,0,0,1,8,0,0,0,0,0,0,1,0,phishing
senirolifestyle.com,0,0,0,1,0,0,0,0,1,1,1,1,phishing
signplus.lk,0,0,1,5,0,0,0,0,1,1,1,1,phishing
message-moncompte-labonquepostale-fr.com,0,0,1,2,0,0,0,1,1,1,1,1,phishing
openspace9915.com,0,0,1,3,0,0,0,0,1,1,1,1,phishing
xn--72ca8ce9ah4dwbp9a8jnd.com,0,0,1,5,0,0,0,1,1,1,1,1,phishing
nextgenerationoceans.org,0,0,1,4,0,0,0,0,1,1,1,1,phishing
justlookapp.com,0,0,1,7,0,0,0,0,1,1,1,1,phishing
seregaperm.beget.tech,0,0,0,0,0,0,0,0,1,1,1,1,phishing
116.90.59.223,0,0,0,2,0,0,0,0,0,0,1,0,phishing
tptelecom.it,0,0,1,6,0,0,0,0,0,0,1,0,phishing
endo.ba,0,0,0,1,0,0,0,0,0,0,1,0,phishing
ficcca.org,0,0,0,2,0,0,0,0,0,0,1,0,phishing
brussel-airport.be,0,0,0,1,0,0,0,1,1,1,1,1,phishing
itsallaboutthetubmans.com,0,0,1,2,0,0,0,0,1,1,1,1,phishing
worldativelion.my-free.website,0,0,0,0,0,0,0,1,1,0,1,0,phishing
plusmarcas.com,0,0,1,5,0,0,0,0,1,1,1,1,phishing
latincorporationsac.com,0,0,1,5,0,0,0,0,1,1,1,1,phishing
verinet.dk,0,0,0,3,0,0,0,0,0,0,1,0,phishing
paypal.co.uk.userusau0jsescq.settingsppup.com,0,0,1,1,0,0,0,0,0,0,1,0,phishing
u.to,0,0,0,1,0,0,1,0,1,1,1,1,phishing
itmrs.com,0,0,0,3,0,0,0,0,1,1,1,1,phishing
seguro-expert.pl,0,0,1,4,0,0,0,1,1,1,1,1,phishing
docs.google.com,0,0,1,5,0,0,0,0,0,0,1,0,phishing
